group,metric,cycle,mean_payoff,std_payoff,n_runs
floor_0.3,binary,65,-2.500000,0.000000,100
floor_0.3,binary,66,-2.500000,0.000000,100
floor_0.3,binary,67,-2.500000,0.000000,100
floor_0.3,binary,68,-2.500000,0.000000,100
floor_0.3,binary,69,-2.500000,0.000000,100
floor_0.3,binary,70,-2.500000,0.000000,100
floor_0.3,binary,71,-2.500000,0.000000,100
floor_0.3,binary,72,-2.500000,0.000000,100
floor_0.3,binary,73,-2.500000,0.000000,100
floor_0.3,binary,74,-2.500000,0.000000,100
floor_0.3,binary,75,-2.500000,0.000000,100
floor_0.3,binary,76,-2.500000,0.000000,100
floor_0.3,binary,77,-2.500000,0.000000,100
floor_0.3,binary,78,-2.500000,0.000000,100
floor_0.3,binary,79,-2.500000,0.000000,100
floor_0.3,binary,80,-2.500000,0.000000,100
floor_0.3,binary,81,-2.500000,0.000000,100
floor_0.3,binary,82,-2.500000,0.000000,100
floor_0.3,binary,83,-2.500000,0.000000,100
floor_0.3,binary,84,-2.500000,0.000000,100
floor_0.3,binary,85,-2.500000,0.000000,100
floor_0.3,binary,86,-2.500000,0.000000,100
floor_0.3,binary,87,-2.500000,0.000000,100
floor_0.3,binary,88,-2.500000,0.000000,100
floor_0.3,binary,89,-2.500000,0.000000,100
floor_0.3,binary,90,-2.500000,0.000000,100
floor_0.3,binary,91,-2.500000,0.000000,100
floor_0.3,binary,92,-2.500000,0.000000,100
floor_0.3,binary,93,-2.500000,0.000000,100
floor_0.3,binary,94,-2.500000,0.000000,100
floor_0.3,binary,95,-2.500000,0.000000,100
floor_0.3,binary,96,-2.500000,0.000000,100
floor_0.3,binary,97,-2.500000,0.000000,100
floor_0.3,binary,98,-2.500000,0.000000,100
floor_0.3,binary,99,-2.500000,0.000000,100
floor_0.3,binary,100,-2.500000,0.000000,100
floor_0.0,proportional,1,0.007500,0.000000,100
floor_0.0,proportional,2,-0.996250,0.000000,100
floor_0.0,proportional,3,0.003750,0.000000,100
floor_0.0,proportional,4,0.003750,0.000000,100
floor_0.0,proportional,5,0.003750,0.000000,100
floor_0.0,proportional,6,-0.158250,0.000000,100
floor_0.0,proportional,7,-0.320250,0.000000,100
floor_0.0,proportional,8,-0.482250,0.000000,100
floor_0.0,proportional,9,-0.644250,0.000000,100
floor_0.0,proportional,10,-0.806250,0.000000,100
floor_0.0,proportional,11,-0.968250,0.000000,100
floor_0.0,proportional,12,-1.130250,0.000000,100
floor_0.0,proportional,13,-1.292250,0.000000,100
floor_0.0,proportional,14,-1.454250,0.000000,100
floor_0.0,proportional,15,-1.616250,0.000000,100
floor_0.0,proportional,16,-1.778250,0.000000,100
floor_0.0,proportional,17,-1.940250,0.000000,100
floor_0.0,proportional,18,-1.996250,0.000000,100
floor_0.0,proportional,19,-1.996250,0.000000,100
floor_0.0,proportional,20,-1.996250,0.000000,100
floor_0.0,proportional,21,-1.996250,0.000000,100
floor_0.0,proportional,22,-1.996250,0.000000,100
floor_0.0,proportional,23,-1.996250,0.000000,100
floor_0.0,proportional,24,-1.996250,0.000000,100
floor_0.0,proportional,25,-1.996250,0.000000,100
floor_0.0,proportional,26,-1.996250,0.000000,100
floor_0.0,proportional,27,-1.996250,0.000000,100
floor_0.0,proportional,28,-1.996250,0.000000,100
floor_0.0,proportional,29,-1.996250,0.000000,100
floor_0.0,proportional,30,-1.996250,0.000000,100
floor_0.0,proportional,31,-1.996250,0.000000,100
floor_0.0,proportional,32,-1.996250,0.000000,100
floor_0.0,proportional,33,-1.996250,0.000000,100
floor_0.0,proportional,34,-1.996250,0.000000,100
floor_0.0,proportional,35,-1.996250,0.000000,100
floor_0.0,proportional,36,-1.996250,0.000000,100
floor_0.0,proportional,37,-1.996250,0.000000,100
floor_0.0,proportional,38,-1.996250,0.000000,100
floor_0.0,proportional,39,-1.996250,0.000000,100
floor_0.0,proportional,40,-1.996250,0.000000,100
floor_0.0,proportional,41,-1.996250,0.000000,100
floor_0.0,proportional,42,-1.996250,0.000000,100
floor_0.0,proportional,43,-1.996250,0.000000,100
floor_0.0,proportional,44,-1.996250,0.000000,100
floor_0.0,proportional,45,-1.996250,0.000000,100
floor_0.0,proportional,46,-1.996250,0.000000,100
floor_0.0,proportional,47,-1.996250,0.000000,100
floor_0.0,proportional,48,-1.996250,0.000000,100
floor_0.0,proportional,49,-1.996250,0.000000,100
floor_0.0,proportional,50,-1.996250,0.000000,100
floor_0.0,proportional,51,-1.996250,0.000000,100
floor_0.0,proportional,52,-1.996250,0.000000,100
floor_0.0,proportional,53,-1.996250,0.000000,100
floor_0.0,proportional,54,-1.996250,0.000000,100
floor_0.0,proportional,55,-1.996250,0.000000,100
floor_0.0,proportional,56,-1.996250,0.000000,100
floor_0.0,proportional,57,-1.996250,0.000000,100
floor_0.0,proportional,58,-1.996250,0.000000,100
floor_0.0,proportional,59,-1.996250,0.000000,100
floor_0.0,proportional,60,-1.996250,0.000000,100
floor_0.0,proportional,61,-1.996250,0.000000,100
floor_0.0,proportional,62,-1.996250,0.000000,100
floor_0.0,proportional,63,-1.996250,0.000000,100
floor_0.0,proportional,64,-1.996250,0.000000,100
floor_0.0,proportional,65,-1.996250,0.000000,100
floor_0.0,proportional,66,-1.996250,0.000000,100
floor_0.0,proportional,67,-1.996250,0.000000,100
floor_0.0,proportional,68,-1.996250,0.000000,100
floor_0.0,proportional,69,-1.996250,0.000000,100
floor_0.0,proportional,70,-1.996250,0.000000,100
floor_0.0,proportional,71,-1.996250,0.000000,100
floor_0.0,proportional,72,-1.996250,0.000000,100
floor_0.0,proportional,73,-1.996250,0.000000,100
floor_0.0,proportional,74,-1.996250,0.000000,100
floor_0.0,proportional,75,-1.996250,0.000000,100
floor_0.0,proportional,76,-1.996250,0.000000,100
floor_0.0,proportional,77,-1.996250,0.000000,100
floor_0.0,proportional,78,-1.996250,0.000000,100
floor_0.0,proportional,79,-1.996250,0.000000,100
floor_0.0,proportional,80,-1.996250,0.000000,100
floor_0.0,proportional,81,-1.996250,0.000000,100
floor_0.0,proportional,82,-1.996250,0.000000,100
floor_0.0,proportional,83,-1.996250,0.000000,100
floor_0.0,proportional,84,-1.996250,0.000000,100
floor_0.0,proportional,85,-1.996250,0.000000,100
floor_0.0,proportional,86,-1.996250,0.000000,100
floor_0.0,proportional,87,-1.996250,0.000000,100
floor_0.0,proportional,88,-1.996250,0.000000,100
floor_0.0,proportional,89,-1.996250,0.000000,100
floor_0.0,proportional,90,-1.996250,0.000000,100
floor_0.0,proportional,91,-1.996250,0.000000,100
floor_0.0,proportional,92,-1.996250,0.000000,100
floor_0.0,proportional,93,-1.996250,0.000000,100
floor_0.0,proportional,94,-1.996250,0.000000,100
floor_0.0,proportional,95,-1.996250,0.000000,100
floor_0.0,proportional,96,-1.996250,0.000000,100
floor_0.0,proportional,97,-1.996250,0.000000,100
floor_0.0,proportional,98,-1.996250,0.000000,100
floor_0.0,proportional,99,-1.996250,0.000000,100
floor_0.0,proportional,100,-2.000000,0.000000,100
floor_0.1,proportional,1,0.007500,0.000000,100
floor_0.1,proportional,2,-0.996250,0.000000,100
floor_0.1,proportional,3,0.003750,0.000000,100
floor_0.1,proportional,4,0.003750,0.000000,100
floor_0.1,proportional,5,0.003750,0.000000,100
floor_0.1,proportional,6,-0.158250,0.000000,100
floor_0.1,proportional,7,-0.320250,0.000000,100
floor_0.1,proportional,8,-0.482250,0.000000,100
floor_0.1,proportional,9,-0.644250,0.000000,100
floor_0.1,proportional,10,-0.806250,0.000000,100
floor_0.1,proportional,11,-0.968250,0.000000,100
floor_0.1,proportional,12,-1.130250,0.000000,100
floor_0.1,proportional,13,-1.292250,0.000000,100
floor_0.1,proportional,14,-1.454250,0.000000,100
floor_0.1,proportional,15,-1.616250,0.000000,100
floor_0.1,proportional,16,-1.778250,0.000000,100
floor_0.1,proportional,17,-1.796250,0.000000,100
floor_0.1,proportional,18,-1.796250,0.000000,100
floor_0.1,proportional,19,-1.796250,0.000000,100
floor_0.1,proportional,20,-1.796250,0.000000,100
floor_0.1,proportional,21,-1.796250,0.000000,100
floor_0.1,proportional,22,-1.796250,0.000000,100
floor_0.1,proportional,23,-1.796250,0.000000,100
floor_0.1,proportional,24,-1.796250,0.000000,100
floor_0.1,proportional,25,-1.796250,0.000000,100
floor_0.1,proportional,26,-1.796250,0.000000,100
floor_0.1,proportional,27,-1.796250,0.000000,100
floor_0.1,proportional,28,-1.796250,0.000000,100
floor_0.1,proportional,29,-1.796250,0.000000,100
floor_0.1,proportional,30,-1.796250,0.000000,100
floor_0.1,proportional,31,-1.796250,0.000000,100
floor_0.1,proportional,32,-1.796250,0.000000,100
floor_0.1,proportional,33,-1.796250,0.000000,100
floor_0.1,proportional,34,-1.796250,0.000000,100
floor_0.1,proportional,35,-1.796250,0.000000,100
floor_0.1,proportional,36,-1.796250,0.000000,100
floor_0.1,proportional,37,-1.796250,0.000000,100
floor_0.1,proportional,38,-1.796250,0.000000,100
floor_0.1,proportional,39,-1.796250,0.000000,100
floor_0.1,proportional,40,-1.796250,0.000000,100
floor_0.1,proportional,41,-1.796250,0.000000,100
floor_0.1,proportional,42,-1.796250,0.000000,100
floor_0.1,proportional,43,-1.796250,0.000000,100
floor_0.1,proportional,44,-1.796250,0.000000,100
floor_0.1,proportional,45,-1.796250,0.000000,100
floor_0.1,proportional,46,-1.796250,0.000000,100
floor_0.1,proportional,47,-1.796250,0.000000,100
floor_0.1,proportional,48,-1.796250,0.000000,100
floor_0.1,proportional,49,-1.796250,0.000000,100
floor_0.1,proportional,50,-1.796250,0.000000,100
floor_0.1,proportional,51,-1.796250,0.000000,100
floor_0.1,proportional,52,-1.796250,0.000000,100
floor_0.1,proportional,53,-1.796250,0.000000,100
floor_0.1,proportional,54,-1.796250,0.000000,100
floor_0.1,proportional,55,-1.796250,0.000000,100
floor_0.1,proportional,56,-1.796250,0.000000,100
floor_0.1,proportional,57,-1.796250,0.000000,100
floor_0.1,proportional,58,-1.796250,0.000000,100
floor_0.1,proportional,59,-1.796250,0.000000,100
floor_0.1,proportional,60,-1.796250,0.000000,100
floor_0.1,proportional,61,-1.796250,0.000000,100
floor_0.1,proportional,62,-1.796250,0.000000,100
floor_0.1,proportional,63,-1.796250,0.000000,100
floor_0.1,proportional,64,-1.796250,0.000000,100
floor_0.1,proportional,65,-1.796250,0.000000,100
floor_0.1,proportional,66,-1.796250,0.000000,100
floor_0.1,proportional,67,-1.796250,0.000000,100
floor_0.1,proportional,68,-1.796250,0.000000,100
floor_0.1,proportional,69,-1.796250,0.000000,100
floor_0.1,proportional,70,-1.796250,0.000000,100
floor_0.1,proportional,71,-1.796250,0.000000,100
floor_0.1,proportional,72,-1.796250,0.000000,100
floor_0.1,proportional,73,-1.796250,0.000000,100
floor_0.1,proportional,74,-1.796250,0.000000,100
floor_0.1,proportional,75,-1.796250,0.000000,100
floor_0.1,proportional,76,-1.796250,0.000000,100
floor_0.1,proportional,77,-1.796250,0.000000,100
floor_0.1,proportional,78,-1.796250,0.000000,100
floor_0.1,proportional,79,-1.796250,0.000000,100
floor_0.1,proportional,80,-1.796250,0.000000,100
floor_0.1,proportional,81,-1.796250,0.000000,100
floor_0.1,proportional,82,-1.796250,0.000000,100
floor_0.1,proportional,83,-1.796250,0.000000,100
floor_0.1,proportional,84,-1.796250,0.000000,100
floor_0.1,proportional,85,-1.796250,0.000000,100
floor_0.1,proportional,86,-1.796250,0.000000,100
floor_0.1,proportional,87,-1.796250,0.000000,100
floor_0.1,proportional,88,-1.796250,0.000000,100
floor_0.1,proportional,89,-1.796250,0.000000,100
floor_0.1,proportional,90,-1.796250,0.000000,100
floor_0.1,proportional,91,-1.796250,0.000000,100
floor_0.1,proportional,92,-1.796250,0.000000,100
floor_0.1,proportional,93,-1.796250,0.000000,100
floor_0.1,proportional,94,-1.796250,0.000000,100
floor_0.1,proportional,95,-1.796250,0.000000,100
floor_0.1,proportional,96,-1.796250,0.000000,100
floor_0.1,proportional,97,-1.796250,0.000000,100
floor_0.1,proportional,98,-1.796250,0.000000,100
floor_0.1,proportional,99,-1.796250,0.000000,100
floor_0.1,proportional,100,-1.800000,0.000000,100
floor_0.2,proportional,1,0.007500,0.000000,100
floor_0.2,proportional,2,-0.996250,0.000000,100
floor_0.2,proportional,3,0.003750,0.000000,100
floor_0.2,proportional,4,0.003750,0.000000,100
floor_0.2,proportional,5,0.003750,0.000000,100
floor_0.2,proportional,6,-0.158250,0.000000,100
floor_0.2,proportional,7,-0.320250,0.000000,100
floor_0.2,proportional,8,-0.482250,0.000000,100
floor_0.2,proportional,9,-0.644250,0.000000,100
floor_0.2,proportional,10,-0.806250,0.000000,100
floor_0.2,proportional,11,-0.968250,0.000000,100
floor_0.2,proportional,12,-1.130250,0.000000,100
floor_0.2,proportional,13,-1.292250,0.000000,100
floor_0.2,proportional,14,-1.454250,0.000000,100
floor_0.2,proportional,15,-1.596250,0.000000,100
floor_0.2,proportional,16,-1.596250,0.000000,100
floor_0.2,proportional,17,-1.596250,0.000000,100
floor_0.2,proportional,18,-1.596250,0.000000,100
floor_0.2,proportional,19,-1.596250,0.000000,100
floor_0.2,proportional,20,-1.596250,0.000000,100
floor_0.2,proportional,21,-1.596250,0.000000,100
floor_0.2,proportional,22,-1.596250,0.000000,100
floor_0.2,proportional,23,-1.596250,0.000000,100
floor_0.2,proportional,24,-1.596250,0.000000,100
floor_0.2,proportional,25,-1.596250,0.000000,100
floor_0.2,proportional,26,-1.596250,0.000000,100
floor_0.2,proportional,27,-1.596250,0.000000,100
floor_0.2,proportional,28,-1.596250,0.000000,100
floor_0.2,proportional,29,-1.596250,0.000000,100
floor_0.2,proportional,30,-1.596250,0.000000,100
floor_0.2,proportional,31,-1.596250,0.000000,100
floor_0.2,proportional,32,-1.596250,0.000000,100
floor_0.2,proportional,33,-1.596250,0.000000,100
floor_0.2,proportional,34,-1.596250,0.000000,100
floor_0.2,proportional,35,-1.596250,0.000000,100
floor_0.2,proportional,36,-1.596250,0.000000,100
floor_0.2,proportional,37,-1.596250,0.000000,100
floor_0.2,proportional,38,-1.596250,0.000000,100
floor_0.2,proportional,39,-1.596250,0.000000,100
floor_0.2,proportional,40,-1.596250,0.000000,100
floor_0.2,proportional,41,-1.596250,0.000000,100
floor_0.2,proportional,42,-1.596250,0.000000,100
floor_0.2,proportional,43,-1.596250,0.000000,100
floor_0.2,proportional,44,-1.596250,0.000000,100
floor_0.2,proportional,45,-1.596250,0.000000,100
floor_0.2,proportional,46,-1.596250,0.000000,100
floor_0.2,proportional,47,-1.596250,0.000000,100
floor_0.2,proportional,48,-1.596250,0.000000,100
floor_0.2,proportional,49,-1.596250,0.000000,100
floor_0.2,proportional,50,-1.596250,0.000000,100
floor_0.2,proportional,51,-1.596250,0.000000,100
floor_0.2,proportional,52,-1.596250,0.000000,100
floor_0.2,proportional,53,-1.596250,0.000000,100
floor_0.2,proportional,54,-1.596250,0.000000,100
floor_0.2,proportional,55,-1.596250,0.000000,100
floor_0.2,proportional,56,-1.596250,0.000000,100
floor_0.2,proportional,57,-1.596250,0.000000,100
floor_0.2,proportional,58,-1.596250,0.000000,100
floor_0.2,proportional,59,-1.596250,0.000000,100
floor_0.2,proportional,60,-1.596250,0.000000,100
floor_0.2,proportional,61,-1.596250,0.000000,100
floor_0.2,proportional,62,-1.596250,0.000000,100
floor_0.2,proportional,63,-1.596250,0.000000,100
floor_0.2,proportional,64,-1.596250,0.000000,100
floor_0.2,proportional,65,-1.596250,0.000000,100
floor_0.2,proportional,66,-1.596250,0.000000,100
floor_0.2,proportional,67,-1.596250,0.000000,100
floor_0.2,proportional,68,-1.596250,0.000000,100
floor_0.2,proportional,69,-1.596250,0.000000,100
floor_0.2,proportional,70,-1.596250,0.000000,100
floor_0.2,proportional,71,-1.596250,0.000000,100
floor_0.2,proportional,72,-1.596250,0.000000,100
floor_0.2,proportional,73,-1.596250,0.000000,100
floor_0.2,proportional,74,-1.596250,0.000000,100
floor_0.2,proportional,75,-1.596250,0.000000,100
floor_0.2,proportional,76,-1.596250,0.000000,100
floor_0.2,proportional,77,-1.596250,0.000000,100
floor_0.2,proportional,78,-1.596250,0.000000,100
floor_0.2,proportional,79,-1.596250,0.000000,100
floor_0.2,proportional,80,-1.596250,0.000000,100
floor_0.2,proportional,81,-1.596250,0.000000,100
floor_0.2,proportional,82,-1.596250,0.000000,100
floor_0.2,proportional,83,-1.596250,0.000000,100
floor_0.2,proportional,84,-1.596250,0.000000,100
floor_0.2,proportional,85,-1.596250,0.000000,100
floor_0.2,proportional,86,-1.596250,0.000000,100
floor_0.2,proportional,87,-1.596250,0.000000,100
floor_0.2,proportional,88,-1.596250,0.000000,100
floor_0.2,proportional,89,-1.596250,0.000000,100
floor_0.2,proportional,90,-1.596250,0.000000,100
floor_0.2,proportional,91,-1.596250,0.000000,100
floor_0.2,proportional,92,-1.596250,0.000000,100
floor_0.2,proportional,93,-1.596250,0.000000,100
floor_0.2,proportional,94,-1.596250,0.000000,100
floor_0.2,proportional,95,-1.596250,0.000000,100
floor_0.2,proportional,96,-1.596250,0.000000,100
floor_0.2,proportional,97,-1.596250,0.000000,100
floor_0.2,proportional,98,-1.596250,0.000000,100
floor_0.2,proportional,99,-1.596250,0.000000,100
floor_0.2,proportional,100,-1.600000,0.000000,100
floor_0.3,proportional,1,0.007500,0.000000,100
floor_0.3,proportional,2,-0.996250,0.000000,100
floor_0.3,proportional,3,0.003750,0.000000,100
floor_0.3,proportional,4,0.003750,0.000000,100
floor_0.3,proportional,5,0.003750,0.000000,100
floor_0.3,proportional,6,-0.158250,0.000000,100
floor_0.3,proportional,7,-0.320250,0.000000,100
floor_0.3,proportional,8,-0.482250,0.000000,100
floor_0.3,proportional,9,-0.644250,0.000000,100
floor_0.3,proportional,10,-0.806250,0.000000,100
floor_0.3,proportional,11,-0.968250,0.000000,100
floor_0.3,proportional,12,-1.130250,0.000000,100
floor_0.3,proportional,13,-1.292250,0.000000,100
floor_0.3,proportional,14,-1.396250,0.000000,100
floor_0.3,proportional,15,-1.396250,0.000000,100
floor_0.3,proportional,16,-1.396250,0.000000,100
floor_0.3,proportional,17,-1.396250,0.000000,100
floor_0.3,proportional,18,-1.396250,0.000000,100
floor_0.3,proportional,19,-1.396250,0.000000,100
floor_0.3,proportional,20,-1.396250,0.000000,100
floor_0.3,proportional,21,-1.396250,0.000000,100
floor_0.3,proportional,22,-1.396250,0.000000,100
floor_0.3,proportional,23,-1.396250,0.000000,100
floor_0.3,proportional,24,-1.396250,0.000000,100
floor_0.3,proportional,25,-1.396250,0.000000,100
floor_0.3,proportional,26,-1.396250,0.000000,100
floor_0.3,proportional,27,-1.396250,0.000000,100
floor_0.3,proportional,28,-1.396250,0.000000,100
floor_0.3,proportional,29,-1.396250,0.000000,100
floor_0.3,proportional,30,-1.396250,0.000000,100
floor_0.3,proportional,31,-1.396250,0.000000,100
floor_0.3,proportional,32,-1.396250,0.000000,100
floor_0.3,proportional,33,-1.396250,0.000000,100
floor_0.3,proportional,34,-1.396250,0.000000,100
floor_0.3,proportional,35,-1.396250,0.000000,100
floor_0.3,proportional,36,-1.396250,0.000000,100
floor_0.3,proportional,37,-1.396250,0.000000,100
floor_0.3,proportional,38,-1.396250,0.000000,100
floor_0.3,proportional,39,-1.396250,0.000000,100
floor_0.3,proportional,40,-1.396250,0.000000,100
floor_0.3,proportional,41,-1.396250,0.000000,100
floor_0.3,proportional,42,-1.396250,0.000000,100
floor_0.3,proportional,43,-1.396250,0.000000,100
floor_0.3,proportional,44,-1.396250,0.000000,100
floor_0.3,proportional,45,-1.396250,0.000000,100
floor_0.3,proportional,46,-1.396250,0.000000,100
floor_0.3,proportional,47,-1.396250,0.000000,100
floor_0.3,proportional,48,-1.396250,0.000000,100
floor_0.3,proportional,49,-1.396250,0.000000,100
floor_0.3,proportional,50,-1.396250,0.000000,100
floor_0.3,proportional,51,-1.396250,0.000000,100
floor_0.3,proportional,52,-1.396250,0.000000,100
floor_0.3,proportional,53,-1.396250,0.000000,100
floor_0.3,proportional,54,-1.396250,0.000000,100
floor_0.3,proportional,55,-1.396250,0.000000,100
floor_0.3,proportional,56,-1.396250,0.000000,100
floor_0.3,proportional,57,-1.396250,0.000000,100
floor_0.3,proportional,58,-1.396250,0.000000,100
floor_0.3,proportional,59,-1.396250,0.000000,100
floor_0.3,proportional,60,-1.396250,0.000000,100
floor_0.3,proportional,61,-1.396250,0.000000,100
floor_0.3,proportional,62,-1.396250,0.000000,100
floor_0.3,proportional,63,-1.396250,0.000000,100
floor_0.3,proportional,64,-1.396250,0.000000,100
floor_0.3,proportional,65,-1.396250,0.000000,100
floor_0.3,proportional,66,-1.396250,0.000000,100
floor_0.3,proportional,67,-1.396250,0.000000,100
floor_0.3,proportional,68,-1.396250,0.000000,100
floor_0.3,proportional,69,-1.396250,0.000000,100
floor_0.3,proportional,70,-1.396250,0.000000,100
floor_0.3,proportional,71,-1.396250,0.000000,100
floor_0.3,proportional,72,-1.396250,0.000000,100
floor_0.3,proportional,73,-1.396250,0.000000,100
floor_0.3,proportional,74,-1.396250,0.000000,100
floor_0.3,proportional,75,-1.396250,0.000000,100
floor_0.3,proportional,76,-1.396250,0.000000,100
floor_0.3,proportional,77,-1.396250,0.000000,100
floor_0.3,proportional,78,-1.396250,0.000000,100
floor_0.3,proportional,79,-1.396250,0.000000,100
floor_0.3,proportional,80,-1.396250,0.000000,100
floor_0.3,proportional,81,-1.396250,0.000000,100
floor_0.3,proportional,82,-1.396250,0.000000,100
floor_0.3,proportional,83,-1.396250,0.000000,100
floor_0.3,proportional,84,-1.396250,0.000000,100
floor_0.3,proportional,85,-1.396250,0.000000,100
floor_0.3,proportional,86,-1.396250,0.000000,100
floor_0.3,proportional,87,-1.396250,0.000000,100
floor_0.3,proportional,88,-1.396250,0.000000,100
floor_0.3,proportional,89,-1.396250,0.000000,100
floor_0.3,proportional,90,-1.396250,0.000000,100
floor_0.3,proportional,91,-1.396250,0.000000,100
floor_0.3,proportional,92,-1.396250,0.000000,100
floor_0.3,proportional,93,-1.396250,0.000000,100
floor_0.3,proportional,94,-1.396250,0.000000,100
floor_0.3,proportional,95,-1.396250,0.000000,100
floor_0.3,proportional,96,-1.396250,0.000000,100
floor_0.3,proportional,97,-1.396250,0.000000,100
floor_0.3,proportional,98,-1.396250,0.000000,100
floor_0.3,proportional,99,-1.396250,0.000000,100
floor_0.3,proportional,100,-1.400000,0.000000,100
